,chr,x1,x2
814,8,74370000,74670000
815,8,351750000,352000000
816,8,0,70000
817,8,46230000,46300000
818,9,166830000,167020000
819,9,309540000,310000000
820,9,0,370000
821,9,0,330000
822,9,0,360000
823,9,138690000,139020000
824,9,86430000,86780000
825,9,213060000,213500000
826,9,361800000,362000000
827,9,0,240000
828,9,196980000,197340000
829,9,142710000,143000000
830,9,203010000,203290000
831,9,108540000,108920000
832,9,305520000,306000000
833,9,255270000,255510000
834,9,72360000,72570000
835,9,66330000,66660000
836,9,80400000,80760000
837,9,184920000,184940000
838,9,263310000,263590000
839,9,0,450000
840,9,136680000,136710000
841,9,317580000,317630000
842,9,20100000,21680000
843,9,267330000,267630000
844,9,146730000,147180000
845,9,130650000,130880000
846,9,0,280000
847,9,355770000,356000000
848,9,0,370000
849,9,150750000,151230000
850,9,243210000,243600000
851,9,106530000,106980000
852,9,86430000,86890000
853,9,309540000,309640000
854,9,98490000,98860000
855,9,0,400000
856,9,198990000,199430000
857,9,164820000,165030000
858,9,110550000,110770000
859,9,0,340000
860,9,303510000,304000000
861,9,0,590000
862,9,275370000,276000000
863,9,0,220000
864,9,0,290000
865,9,128640000,128930000
866,9,170850000,171140000
867,9,98490000,98840000
868,9,168840000,169080000
869,9,0,340000
870,9,243210000,243500000
871,9,0,260000
872,9,162810000,163120000
873,9,0,290000
874,9,164820000,165160000
875,9,0,150000
876,9,0,200000
877,9,138690000,138910000
878,9,78390000,78570000
879,9,229140000,229460000
880,9,203010000,203330000
881,9,243210000,243610000
882,9,325620000,326000000
883,9,0,160000
884,10,168840000,169130000
885,10,174870000,175210000
886,10,170850000,171030000
887,10,90450000,90750000
888,10,0,600000
889,10,305520000,306000000
890,10,0,280000
891,10,106530000,106910000
892,10,172860000,173320000
893,10,319590000,320000000
894,10,313560000,314000000
895,10,0,250000
896,10,98490000,98850000
897,10,174870000,175170000
898,10,361800000,362000000
899,10,126630000,127000000
900,10,217080000,217460000
901,10,186930000,187310000
902,10,0,480000
903,10,82410000,82690000
904,10,267330000,267620000
905,10,0,150000
906,10,102510000,102760000
907,10,0,610000
908,10,122610000,123030000
909,10,215070000,215320000
910,10,198990000,199370000
911,10,108540000,108980000
912,10,146730000,147110000
913,10,311550000,312000000
914,10,144720000,144980000
915,10,198990000,199260000
916,10,130650000,131040000
917,10,0,100000
918,10,172860000,173140000
919,10,0,320000
920,10,196980000,197270000
921,10,0,410000
922,10,160800000,161130000
923,10,329640000,330000000
924,10,0,360000
925,10,337680000,338000000
926,10,86430000,86680000
927,10,255270000,255560000
928,10,118590000,118970000
929,10,126630000,127040000
930,10,225120000,225450000
931,10,188940000,189120000
932,10,233160000,233490000
933,10,321600000,322000000
934,10,146730000,146910000
935,10,168840000,169140000
936,10,142710000,143030000
937,10,78390000,78720000
938,10,86430000,86930000
939,10,325620000,326000000
940,10,0,360000
941,10,0,300000
942,10,118590000,118890000
943,10,190950000,191240000
944,10,305520000,306000000
945,10,104520000,104760000
946,10,100500000,100750000
947,10,333660000,334000000
948,10,345720000,346000000
949,10,92460000,92640000
950,11,106530000,106830000
951,11,164820000,165080000
952,11,337680000,338000000
953,11,0,160000
954,11,297480000,297710000
955,11,235170000,235520000
956,11,363810000,364000000
957,11,0,310000
958,11,56280000,56510000
959,11,247230000,247580000
960,11,172860000,173080000
961,11,132660000,132910000
962,11,0,330000
963,11,237180000,237420000
964,11,239190000,239520000
965,11,0,570000
966,11,0,330000
967,11,190950000,191380000
968,11,237180000,237360000
969,11,104520000,104930000
970,11,106530000,106810000
971,11,247230000,247460000
972,11,265320000,266000000
973,11,361800000,362000000
974,11,170850000,171180000
975,11,239190000,239470000
976,11,0,170000
977,11,0,330000
978,11,255270000,255570000
979,11,211050000,211580000
980,11,319590000,320000000
981,11,257280000,257570000
982,11,203010000,203190000
983,11,249240000,249520000
984,11,176880000,177110000
985,11,207030000,207270000
986,11,355770000,356000000
987,11,0,360000
988,11,0,280000
989,11,160800000,161160000
990,11,223110000,223380000
991,11,196980000,197280000
992,11,82410000,82820000
993,11,0,310000
994,11,118590000,118990000
995,11,261300000,261550000
996,11,112560000,113040000
997,11,211050000,211420000
998,11,0,280000
999,11,196980000,197270000
1000,11,126630000,126950000
1001,11,142710000,142870000
1002,11,0,170000
1003,11,329640000,330000000
1004,11,345720000,346000000
1005,11,0,540000
1006,11,110550000,110970000
1007,11,114570000,114900000
1008,11,108540000,108840000
1009,11,221100000,221370000
1010,11,90450000,90750000
1011,11,0,510000
1012,11,221100000,221270000
1013,11,106530000,106870000
1014,11,0,360000
1015,11,275370000,275600000
1016,11,353760000,354000000
1017,11,98490000,98770000
1018,11,0,300000
1019,11,327630000,328000000
1020,11,0,280000
1021,11,345720000,346000000
1022,12,213060000,213200000
1023,12,233160000,233390000
1024,12,180900000,181190000
1025,12,84420000,84660000
1026,12,243210000,243590000
1027,12,275370000,275660000
1028,12,0,190000
1029,12,40200000,40500000
1030,12,339690000,340000000
1031,12,217080000,217460000
1032,12,203010000,203440000
1033,12,122610000,122830000
1034,12,263310000,263570000
1035,12,297480000,298000000
1036,12,227130000,227460000
1037,12,363810000,364000000
1038,12,180900000,181110000
1039,12,393960000,394000000
1040,12,144720000,145030000
1041,12,337680000,338000000
1042,12,190950000,191320000
1043,12,174870000,174960000
1044,12,267330000,267510000
1045,12,287430000,287650000
1046,12,172860000,173140000
1047,12,255270000,255440000
1048,12,122610000,122850000
1049,12,321600000,322000000
1050,12,0,350000
1051,12,100500000,100940000
1052,12,245220000,245470000
1053,12,0,200000
1054,12,104520000,104830000
1055,12,333660000,334000000
1056,12,0,260000
1057,12,194970000,195240000
1058,12,0,380000
1059,12,74370000,74710000
1060,12,156780000,157050000
1061,12,339690000,340000000
1062,12,0,430000
1063,12,357780000,358000000
1064,12,213060000,213380000
1065,12,150750000,151070000
1066,12,249240000,249450000
1067,12,0,310000
1068,12,94470000,94970000
1069,12,196980000,197390000
1070,12,353760000,354000000
1071,12,213060000,213160000
1072,12,102510000,102920000
1073,12,0,420000
1074,12,158790000,159070000
1075,12,335670000,336000000
1076,12,243210000,243330000
1077,12,116580000,116740000
1078,12,122610000,122740000
1079,12,271350000,271490000
1080,12,309540000,310000000
1081,12,353760000,354000000
1082,12,110550000,110850000
1083,12,0,390000
1084,12,80400000,80710000
1085,12,98490000,98820000
1086,12,106530000,106720000
1087,12,138690000,139010000
1088,12,102510000,102810000
1089,12,219090000,219360000
1090,12,331650000,332000000
1091,12,249240000,249570000
1092,12,198990000,199280000
1093,13,0,210000
1094,13,0,370000
1095,13,96480000,96850000
1096,13,172860000,173130000
1097,13,140700000,141070000
1098,13,116580000,116880000
1099,13,349740000,350000000
1100,13,277380000,277630000
1101,13,227130000,227520000
1102,13,329640000,330000000
1103,13,48240000,48710000
1104,13,313560000,314000000
1105,13,211050000,211550000
1106,13,207030000,207360000
1107,13,233160000,233350000
1108,13,0,190000
1109,13,0,370000
1110,13,203010000,203410000
1111,13,162810000,163080000
1112,13,233160000,233540000
1113,13,205020000,205220000
1114,13,114570000,114970000
1115,13,207030000,207450000
1116,13,92460000,92860000
1117,13,0,530000
1118,13,261300000,262000000
1119,13,363810000,364000000
1120,13,0,440000
1121,13,313560000,314000000
1122,13,0,330000
1123,13,68340000,68700000
1124,13,0,210000
1125,13,104520000,104930000
1126,13,211050000,211430000
1127,13,0,420000
1128,13,329640000,330000000
1129,13,0,360000
1130,13,90450000,90810000
1131,13,209040000,209280000
1132,13,333660000,334000000
1133,13,219090000,219490000
1134,13,112560000,112890000
1135,13,180900000,181210000
1136,13,245220000,245500000
1137,13,237180000,237400000
1138,13,192960000,193180000
1139,13,365820000,366000000
1140,13,0,350000
1141,13,158790000,159090000
1142,13,0,350000
1143,13,201000000,201100000
1144,14,201000000,201530000
1145,14,233160000,233440000
1146,14,279390000,279550000
1147,14,182910000,183150000
1148,14,116580000,116850000
1149,14,223110000,223200000
1150,14,140700000,140990000
1151,14,78390000,78710000
1152,14,144720000,145030000
1153,14,158790000,159020000
1154,14,337680000,338000000
1155,14,269340000,269490000
1156,14,114570000,114850000
1157,14,269340000,269740000
1158,14,351750000,352000000
1159,14,130650000,131020000
1160,14,180900000,181170000
1161,14,64320000,64580000
1162,14,92460000,92730000
1163,14,255270000,255510000
1164,14,0,150000
1165,14,110550000,110950000
1166,14,347730000,348000000
1167,14,361800000,362000000
1168,14,0,250000
1169,14,321600000,322000000
1170,14,261300000,261570000
1171,14,213060000,213500000
1172,14,0,210000
1173,14,110550000,110770000
1174,14,231150000,231560000
1175,14,219090000,219360000
1176,14,331650000,332000000
1177,14,114570000,114990000
1178,14,108540000,108890000
1179,14,180900000,181390000
1180,14,188940000,189080000
1181,14,80400000,80720000
1182,14,341700000,342000000
1183,14,94470000,94770000
1184,14,150750000,151020000
1185,14,231150000,231520000
1186,14,0,410000
1187,14,84420000,84840000
1188,14,158790000,158980000
1189,14,223110000,223540000
1190,15,0,190000
1191,15,146730000,147020000
1192,15,0,380000
1193,15,122610000,123110000
1194,15,0,360000
1195,15,361800000,362000000
1196,15,293460000,293790000
1197,15,261300000,261510000
1198,15,0,320000
1199,15,156780000,157420000
1200,15,144720000,144990000
1201,15,114570000,114800000
1202,15,0,430000
1203,15,104520000,104840000
1204,15,126630000,127040000
1205,15,223110000,223430000
1206,15,243210000,243410000
1207,15,211050000,211490000
1208,15,321600000,322000000
1209,15,363810000,364000000
1210,15,124620000,124840000
1211,15,209040000,209400000
1212,15,257280000,257590000
1213,15,116580000,116860000
1214,15,174870000,175180000
1215,15,351750000,352000000
1216,15,162810000,163250000
1217,15,315570000,316000000
1218,15,128640000,128900000
1219,15,0,450000
1220,15,0,190000
1221,15,337680000,338000000
1222,15,351750000,352000000
1223,15,0,390000
1224,15,201000000,201430000
1225,15,235170000,235470000
1226,15,168840000,169160000
1227,15,194970000,195270000
1228,15,257280000,257560000
1229,15,176880000,177210000
1230,15,90450000,90890000
1231,15,327630000,328000000
1232,15,0,310000
1233,15,176880000,177140000
1234,15,38190000,38290000
1235,16,367830000,368000000
1236,16,94470000,94660000
1237,16,196980000,197230000
1238,16,0,280000
1239,16,58290000,58600000
1240,16,104520000,104960000
1241,16,0,330000
1242,16,207030000,207500000
1243,16,219090000,219520000
1244,16,231150000,231430000
1245,16,215070000,215450000
1246,16,104520000,104830000
1247,16,227130000,227500000
1248,16,217080000,217460000
1249,16,142710000,142960000
1250,16,150750000,151130000
1251,16,114570000,114740000
1252,16,194970000,195170000
1253,16,0,190000
1254,16,0,390000
1255,16,215070000,215540000
1256,16,120600000,120980000
1257,16,76380000,76760000
1258,16,154770000,155100000
1259,16,108540000,108800000
1260,16,0,360000
1261,16,182910000,183370000
1262,16,255270000,255510000
1263,16,349740000,350000000
1264,16,283410000,283660000
1265,16,255270000,255550000
1266,16,239190000,239450000
1267,16,329640000,330000000
1268,16,0,130000
1269,16,357780000,358000000
1270,16,0,280000
1271,16,253260000,253490000
1272,16,106530000,106770000
1273,16,353760000,354000000
1274,16,221100000,221340000
1275,16,126630000,126870000
1276,16,44220000,44270000
1277,17,122610000,122950000
1278,17,0,250000
1279,17,90450000,90800000
1280,17,186930000,187240000
1281,17,0,270000
1282,17,106530000,106760000
1283,17,172860000,173110000
1284,17,225120000,225440000
1285,17,178890000,179220000
1286,17,247230000,247570000
1287,17,283410000,283670000
1288,17,0,260000
1289,17,22110000,22190000
1290,17,305520000,305670000
1291,17,188940000,189270000
1292,17,257280000,257610000
1293,17,0,420000
1294,17,0,210000
1295,17,259290000,259450000
1296,17,192960000,193450000
1297,17,0,270000
1298,17,339690000,340000000
1299,17,369840000,370000000
1300,17,231150000,231390000
1301,17,243210000,243380000
1302,17,347730000,348000000
1303,17,0,210000
1304,17,86430000,86840000
1305,17,321600000,322000000
1306,17,112560000,112860000
1307,17,174870000,175190000
1308,17,357780000,358000000
1309,17,221100000,221280000
1310,17,297480000,297660000
1311,17,0,340000
1312,17,148740000,149050000
1313,17,0,400000
1314,17,0,170000
1315,17,251250000,251530000
1316,17,94470000,94750000
1317,17,108540000,108710000
1318,17,239190000,239390000
1319,17,353760000,354000000
1320,17,255270000,255510000
1321,17,156780000,157000000
1322,17,190950000,191210000
1323,17,112560000,112730000
1324,18,124620000,124840000
1325,18,182910000,183260000
1326,18,335670000,336000000
1327,18,213060000,213450000
1328,18,347730000,348000000
1329,18,122610000,123050000
1330,18,311550000,312000000
1331,18,323610000,324000000
1332,18,192960000,193170000
1333,18,140700000,140970000
1334,18,168840000,169040000
1335,18,102510000,102760000
1336,18,154770000,155050000
1337,18,76380000,76580000
1338,18,82410000,82700000
1339,18,180900000,181180000
1340,18,104520000,104680000
1341,18,347730000,348000000
1342,18,0,130000
1343,18,265320000,265540000
1344,18,164820000,165150000
1345,18,0,520000
1346,18,337680000,338000000
1347,18,112560000,112820000
1348,18,257280000,257540000
1349,18,0,190000
1350,18,331650000,332000000
1351,18,68340000,68660000
1352,18,251250000,251540000
1353,18,86430000,86740000
1354,18,367830000,368000000
1355,18,0,250000
1356,18,239190000,239480000
1357,18,233160000,233500000
1358,18,176880000,177150000
1359,18,353760000,354000000
1360,18,0,120000
1361,18,162810000,163180000
1362,18,0,330000
1363,18,94470000,94690000
1364,18,227130000,227430000
1365,19,198990000,199260000
1366,19,255270000,255510000
1367,19,259290000,259500000
1368,19,84420000,84630000
1369,19,0,230000
1370,19,265320000,265340000
1371,19,0,320000
1372,19,136680000,136970000
1373,19,192960000,193230000
1374,19,158790000,159050000
1375,19,337680000,338000000
1376,19,106530000,106760000
1377,19,235170000,235440000
1378,19,0,400000
1379,19,267330000,267640000
1380,19,331650000,332000000
1381,19,327630000,328000000
1382,19,0,300000
1383,19,369840000,369880000
1384,19,363810000,363870000
1385,19,90450000,90860000
1386,19,0,590000
1387,19,116580000,117150000
1388,19,325620000,326000000
1389,19,146730000,147070000
1390,19,132660000,132950000
1391,19,122610000,122790000
1392,19,0,250000
1393,19,162810000,163100000
1394,19,0,310000
1395,19,221100000,221500000
1396,19,154770000,155120000
1397,19,227130000,227480000
1398,19,261300000,261600000
1399,19,229140000,229500000
1400,19,0,260000
1401,19,54270000,54600000
1402,19,0,180000
1403,20,10050000,10310000
1404,20,243210000,243480000
1405,20,90450000,90640000
1406,20,0,180000
1407,20,0,100000
1408,20,146730000,147360000
1409,20,84420000,84630000
1410,20,355770000,356000000
1411,20,291450000,292000000
1412,20,331650000,332000000
1413,20,116580000,116820000
1414,20,60300000,60660000
1415,20,28140000,28200000
1416,20,361800000,362000000
1417,20,78390000,78690000
1418,20,0,310000
1419,20,225120000,225390000
1420,20,108540000,108780000
1421,20,0,170000
1422,20,211050000,211210000
1423,20,180900000,181150000
1424,20,72360000,72590000
1425,20,251250000,251500000
1426,20,84420000,84590000
1427,20,359790000,360000000
1428,20,0,280000
1429,20,249240000,249530000
1430,20,110550000,110790000
1431,20,146730000,147000000
1432,20,0,160000
1433,20,112560000,112820000
1434,20,329640000,330000000
1435,20,287430000,288000000
1436,20,255270000,255560000
1437,20,106530000,106970000
1438,21,365820000,365870000
1439,21,16080000,16210000
1440,21,138690000,139010000
1441,21,190950000,191260000
1442,21,0,220000
1443,21,140700000,140980000
1444,21,0,380000
1445,21,0,350000
1446,21,207030000,207400000
1447,21,251250000,251560000
1448,21,277380000,277710000
1449,21,90450000,90830000
1450,21,201000000,201100000
1451,21,114570000,114840000
1452,21,347730000,348000000
1453,21,0,250000
1454,21,118590000,119030000
1455,21,110550000,110810000
1456,21,190950000,191240000
1457,21,251250000,251530000
1458,21,0,280000
1459,21,54270000,54540000
1460,21,140700000,140950000
1461,21,0,40000
1462,21,12060000,12100000
1463,22,279390000,279540000
1464,22,0,270000
1465,22,221100000,221460000
1466,22,0,300000
1467,22,132660000,133020000
1468,22,152760000,153060000
1469,22,349740000,350000000
1470,22,198990000,199230000
1471,22,203010000,203310000
1472,22,281400000,281650000
1473,22,285420000,285580000
1474,22,106530000,106900000
1475,22,0,420000
1476,22,221100000,221530000
1477,22,263310000,263630000
1478,22,329640000,330000000
1479,22,180900000,181000000
1480,22,70350000,70540000
1481,22,78390000,78720000
1482,22,349740000,350000000
1483,22,134670000,134930000
1484,X,385920000,385970000
1485,X,78390000,78410000
1486,X,231150000,231170000
1487,X,194970000,195110000
1488,X,285420000,285580000
1489,X,325620000,325790000
1490,X,150750000,150960000
1491,X,229140000,229530000
1492,X,144720000,144940000
1493,X,168840000,169270000
1494,X,343710000,344000000
1495,X,182910000,183350000
1496,X,337680000,338000000
1497,X,0,260000
1498,X,241200000,241370000
1499,X,225120000,225500000
1500,X,102510000,102780000
1501,X,0,340000
1502,X,122610000,123030000
1503,X,327630000,328000000
1504,X,108540000,108860000
1505,X,341700000,342000000
1506,X,0,260000
1507,X,92460000,92800000
1508,X,80400000,80790000
1509,X,313560000,313700000
1510,X,257280000,257550000
1511,X,158790000,159140000
1512,X,44220000,44320000
1513,X,337680000,337720000
1514,X,146730000,147250000
1515,X,126630000,127000000
1516,X,0,620000
1517,X,118590000,118970000
1518,X,114570000,115040000
1519,X,134670000,134960000
1520,X,128640000,128920000
1521,X,221100000,221400000
1522,X,164820000,165090000
1523,X,114570000,114930000
1524,X,205020000,205420000
1525,X,335670000,336000000
1526,X,160800000,161330000
1527,X,114570000,114880000
1528,X,0,260000
1529,X,335670000,336000000
1530,X,88440000,88740000
1531,X,150750000,151100000
1532,X,331650000,332000000
1533,X,207030000,207380000
1534,X,229140000,229380000
1535,X,213060000,213320000
1536,X,100500000,100810000
1537,X,164820000,165150000
1538,X,285420000,286000000
1539,X,325620000,326000000
1540,X,253260000,253540000
1541,X,247230000,247500000
1542,X,150750000,151350000
1543,X,114570000,114720000
1544,X,241200000,241400000
1545,X,355770000,356000000
1546,X,164820000,165200000
1547,X,184920000,185350000
1548,X,0,350000
1549,X,367830000,368000000
1550,X,365820000,366000000
1551,X,225120000,225420000
1552,X,0,680000
1553,X,134670000,135240000
1554,X,92460000,92870000
1555,X,0,550000
1556,X,331650000,332000000
1557,X,0,290000
1558,X,158790000,158980000
1559,X,198990000,199220000
1560,X,0,120000
1561,Y,128640000,128950000
1562,Y,0,370000
1563,Y,275370000,275530000
1564,Y,2010000,2060000
1565,Y,329640000,329740000
1566,Y,203010000,203470000
1567,Y,120600000,120970000
1568,Y,196980000,197340000
1569,Y,221100000,221650000
1570,Y,186930000,186950000
1571,Y,293460000,293490000
1572,Y,48240000,48260000
1573,Y,90450000,90480000
1574,Y,142710000,142730000
1575,Y,82410000,82710000
1576,Y,192960000,193030000
